t,hr,eda,spo2,accel,ambient_temp,ambient_noise,device_id,Battery_level
232,95.65524029,0.481783942,87,0,33.4734466,66.3,S01,76.8
232.25,79.34249739,0.528121168,88,0,33.2245091,37.2,S01,76.775
232.5,74.44800473,0.472699325,98,2,33.58400767,63.8,S01,76.75
232.75,98.81157069,0.558502133,100,0,33.97260577,32.1,S01,76.725
233,65.519861,0.528119202,86,0,33.7504158,56.7,S01,76.7
233.25,58.01194043,0.683256124,86,0,33.0607631,63.6,S01,76.675
233.5,84.4001445,0.346972086,97,5,33.87122946,68.7,S01,76.65
233.75,74.97945776,0.487756401,96,0,33.18120623,78.2,S01,76.625
234,69.78767183,0.409149749,85,1,33.60834156,38.4,S01,76.6
234.25,87.08356447,0.560410746,92,0,33.34832497,32.7,S01,76.575
234.5,82.43800714,0.338282811,86,0,33.39056687,32.5,S01,76.55
234.75,74.35921369,0.534631271,99,1,33.88312149,46.9,S01,76.525
235,67.19695601,0.436995157,87,0,32.97990314,30.5,S01,76.5
235.25,88.72457328,0.426583813,87,2,34.47259754,76.7,S01,76.475
235.5,86.50201178,0.35535018,88,1,32.58945697,60.6,S01,76.45
235.75,79.00824136,0.453492405,93,0,33.20116616,34.4,S01,76.425
236,98.46636996,0.608450053,87,1,33.68510594,70.6,S01,76.4
236.25,69.29915234,0.497481132,94,4,33.79215708,60,S01,76.375
236.5,64.74474829,0.562768042,98,0,33.44976214,64.8,S01,76.35
236.75,73.0809193,0.666464182,98,1,33.47130465,60.3,S01,76.325
237,79.54413984,0.526375558,88,0,33.70527504,38.9,S01,76.3
237.25,82.43339449,0.444120043,97,0,33.38446526,30.2,S01,76.275
237.5,77.58763942,0.546725222,89,1,34.19659063,44.8,S01,76.25
237.75,83.52055397,0.445570385,95,0,33.91967456,66.3,S01,76.225
238,67.48460576,0.449557732,99,2,33.93641218,30.1,S01,76.2
238.25,94.43764604,0.34801072,100,1,33.01692164,63.8,S01,76.175
238.5,79.17848822,0.592625749,94,0,33.46030579,50.3,S01,76.15
238.75,91.17295832,0.461399742,95,0,33.34976703,40.3,S01,76.125
239,83.42725346,0.518209825,90,2,32.99719931,33.7,S01,76.1
239.25,84.56753219,0.396403807,88,0,33.68008209,75.7,S01,76.075
239.5,85.6976728,0.543594763,93,3,33.23117712,64.8,S01,76.05
239.75,84.4770856,0.423805876,97,0,33.82770191,66.6,S01,76.025
240,86.4272276,0.485829128,99,2,32.96490422,48.7,S01,76
240.25,93.2915253,0.587782603,90,1,34.35952031,30.2,S01,75.975
240.5,81.9652117,0.579075931,86,1,33.05183367,58.1,S01,75.95
240.75,87.09003758,0.497796993,93,0,33.60965117,76.1,S01,75.925
241,79.10264306,0.323186897,96,1,33.89592966,38.7,S01,75.9
241.25,94.40117215,0.799281057,89,3,33.21467978,40.8,S01,75.875
241.5,73.23607698,0.674585897,92,1,33.92623432,63.9,S01,75.85
241.75,98.00940433,0.572267482,95,2,32.8854082,57.6,S01,75.825
242,79.59842049,0.424679622,88,0,34.22605885,41.1,S01,75.8
242.25,65.69224898,0.488640784,94,3,33.50707463,36.6,S01,75.775
242.5,81.28104415,0.445657957,93,1,33.2017943,58.3,S01,75.75
242.75,73.18948343,0.626385594,96,2,33.35040911,55.9,S01,75.725
243,88.40643549,0.526250289,86,0,33.90445963,30.7,S01,75.7
243.25,73.47376021,0.421583614,93,1,33.20777235,37.2,S01,75.675
243.5,75.53816567,0.45292449,87,2,33.12532116,66.4,S01,75.65
243.75,61.10459269,0.612118814,97,2,33.3892317,37.3,S01,75.625
244,75.47693681,0.660009785,100,0,32.91151894,71.4,S01,75.6
244.25,55.76120673,0.652833156,89,3,34.41027195,32.5,S01,75.575
244.5,64.16097177,0.575703207,99,0,33.2168027,60.3,S01,75.55
244.75,87.60414656,0.474737513,88,0,33.91580839,40.3,S01,75.525
245,87.85800159,0.175848617,87,0,33.60473504,73.4,S01,75.5
245.25,84.25457562,0.529716002,94,1,33.00773297,63.1,S01,75.475
245.5,70.33023857,0.499817124,91,1,33.49702265,75.3,S01,75.45
245.75,79.52288644,0.51399821,89,2,33.89200139,31.8,S01,75.425
246,79.96397461,0.505389735,98,1,33.40586933,43.1,S01,75.4
246.25,68.41635311,0.367373784,94,0,34.09655647,53.1,S01,75.375
246.5,95.03398302,0.555740856,93,1,34.0107577,60.9,S01,75.35
246.75,88.77362291,0.563221631,88,2,33.95945743,40.8,S01,75.325
247,77.79035826,0.568233878,92,0,33.27017161,63,S01,75.3
247.25,80.26885839,0.5946577,88,1,32.96007878,60.3,S01,75.275
247.5,82.08382808,0.560405164,86,2,33.1932062,73.2,S01,75.25
247.75,59.58265132,0.458997059,88,3,33.59812047,53,S01,75.225
248,77.52822617,0.492916315,90,2,33.77289336,37.8,S01,75.2
248.25,73.18015752,0.509112487,87,1,32.4142143,42.9,S01,75.175
248.5,69.9837999,0.510769945,89,0,33.4959434,58.3,S01,75.15
248.75,77.18899707,0.599821766,95,4,33.57904461,75.2,S01,75.125
249,97.97686527,0.564366875,99,0,33.36122787,41.4,S01,75.1
249.25,86.40842861,0.707734344,85,1,34.14563692,40.4,S01,75.075
249.5,74.2882101,0.720646898,98,1,33.71089004,57.6,S01,75.05
249.75,85.72582781,0.507964958,88,0,34.15509595,53.4,S01,75.025
250,93.99355437,0.116334445,94,0,33.39201974,65.7,S01,75
250.25,89.24633683,0.623683247,85,2,33.96873875,60.3,S01,74.975
250.5,80.5963037,0.445962366,98,1,34.3175332,37.3,S01,74.95
250.75,73.53063222,0.419851608,86,0,34.15584672,50.6,S01,74.925
251,86.98223314,0.460155473,90,0,32.9539292,66.4,S01,74.9
251.25,83.93485385,0.455335695,85,1,33.37316196,45.1,S01,74.875
251.5,88.9519322,0.561226981,94,0,33.32741765,65.3,S01,74.85
251.75,86.35171802,0.344056422,86,1,33.74462727,71.3,S01,74.825
252,90.49552715,0.392227925,85,0,33.84317678,36.6,S01,74.8
252.25,74.64764788,0.534315855,87,1,33.08055366,63.9,S01,74.775
252.5,93.17394066,0.562294403,90,0,33.53391926,44.9,S01,74.75
252.75,81.97599605,0.564154164,92,1,32.49003633,30.7,S01,74.725
253,100.7526087,0.421296372,86,1,34.2209725,34.7,S01,74.7
253.25,73.10812182,0.402173435,97,1,33.24381288,54.3,S01,74.675
253.5,97.35963803,0.449336517,88,1,33.52793197,36.3,S01,74.65
253.75,81.97910783,0.523987275,99,1,33.34517514,34.1,S01,74.625
254,73.48581996,0.648547737,91,0,34.07301379,71.8,S01,74.6
254.25,75.16114166,0.295256281,94,1,32.08124678,32.3,S01,74.575
254.5,76.79652692,0.477927124,95,1,33.49169483,53.1,S01,74.55
254.75,84.24165946,0.366732156,92,1,33.44709062,31.5,S01,74.525
255,85.22835488,0.334775732,90,1,33.27318181,38,S01,74.5
255.25,74.26299996,0.596695665,93,3,34.36311327,55.3,S01,74.475
255.5,79.75645408,0.554462457,88,1,33.05633527,67.3,S01,74.45
255.75,101.4227036,0.544943352,93,0,33.88589809,33.3,S01,74.425
256,97.2754317,0.592102584,91,1,33.67812639,61.1,S01,74.4
256.25,84.3632367,0.45202811,88,1,34.13075963,78.8,S01,74.375
256.5,80.38003478,0.456736248,86,3,33.16640546,75.3,S01,74.35
256.75,81.20031327,0.718573062,100,2,33.13351555,64.6,S01,74.325
257,86.13517973,0.475342895,93,0,34.04803495,77,S01,74.3
257.25,69.77207435,0.573513211,91,0,33.71266065,56.7,S01,74.275
257.5,77.42623463,0.500638154,92,2,32.72753133,45.1,S01,74.25
257.75,63.31415926,0.315174147,89,1,33.23034749,45.5,S01,74.225
258,83.99223123,0.2955371,88,2,33.69319133,41.4,S01,74.2
258.25,86.4719594,0.442101578,92,0,33.91888211,58.9,S01,74.175
258.5,75.16813538,0.605610125,92,0,33.16038467,32.3,S01,74.15
258.75,95.73986763,0.578829166,97,0,32.04287201,32.1,S01,74.125
259,67.74234337,0.591407716,89,0,33.76161159,62.1,S01,74.1
259.25,65.3562512,0.401295382,88,1,32.88983966,31.7,S01,74.075
259.5,82.24451819,0.661587249,90,0,32.4913306,67.1,S01,74.05
259.75,90.47098303,0.40351067,94,0,32.08383704,41,S01,74.025
260,96.83927691,0.52128244,96,2,33.90699043,43.6,S01,74
260.25,75.41115737,0.498964771,98,0,33.56430873,46.5,S01,73.975
260.5,90.78680833,0.482612618,88,1,33.38717181,41.1,S01,73.95
260.75,79.6149153,0.633859214,85,0,34.19451218,66.1,S01,73.925
261,78.273727,0.429488948,89,4,33.81866234,36.6,S01,73.9
261.25,88.83659937,0.365039474,86,0,34.30815002,50.1,S01,73.875
261.5,86.52322878,0.501999549,96,1,32.80363226,75.6,S01,73.85
261.75,64.23607843,0.460017327,89,1,33.48272469,69.2,S01,73.825
262,94.7654035,0.837738292,93,1,32.69164331,53.3,S01,73.8
262.25,93.80091354,0.567650748,98,1,33.38530883,75,S01,73.775
262.5,73.74437298,0.459065942,100,0,33.37569207,50.2,S01,73.75
262.75,83.95803533,0.394388843,85,0,33.81330682,56,S01,73.725
263,84.94030186,0.311971159,93,2,33.52278194,79.5,S01,73.7
263.25,82.60673766,0.397478091,88,0,33.81170357,75.7,S01,73.675
263.5,74.49694846,0.511494177,91,1,33.85172007,54.1,S01,73.65
263.75,73.28376632,0.642732865,90,0,34.57746434,67,S01,73.625
264,79.74445929,0.612168914,91,0,33.34235167,57.9,S01,73.6
264.25,91.72729019,0.522909483,96,1,33.02948865,77.5,S01,73.575
264.5,85.43600155,0.467683233,100,0,33.62304181,41.4,S01,73.55
264.75,76.29385668,0.526881236,85,1,33.09885999,62.1,S01,73.525
265,87.71698711,0.4481362,97,1,34.24098038,79.9,S01,73.5
265.25,51.51457379,0.6718364,91,1,33.35839098,57.9,S01,73.475
265.5,91.487657,0.481080982,93,0,33.21721182,64,S01,73.45
265.75,62.60286221,0.491366214,90,2,33.26434214,40.9,S01,73.425
266,76.37559059,0.278417757,99,0,33.85920871,58.4,S01,73.4
266.25,68.80330105,0.480456515,93,0,33.42112651,37,S01,73.375
266.5,67.05318524,0.583648414,86,2,33.17916659,50.6,S01,73.35
266.75,91.60826787,0.393227742,94,3,34.33267596,67.4,S01,73.325
267,75.32298799,0.424927967,90,0,33.07191508,37.1,S01,73.3
267.25,83.46503882,0.579271102,94,0,33.51778304,50.7,S01,73.275
267.5,79.53079421,0.352334278,99,3,33.82615308,73,S01,73.25
267.75,84.77040827,0.605780101,97,0,32.68433244,43.9,S01,73.225
268,80.76821891,0.446785611,89,0,33.74013025,43.5,S01,73.2
268.25,67.17007776,0.461143178,96,1,32.97244616,35.1,S01,73.175
268.5,89.96266819,0.387612159,99,0,33.91139139,37,S01,73.15
268.75,75.06243417,0.537804626,100,1,33.01867449,41.2,S01,73.125
269,64.43418101,0.745987199,88,1,33.84638452,37.4,S01,73.1
269.25,75.71884839,0.578149724,96,3,34.05291653,31.4,S01,73.075
269.5,95.00759791,0.413571474,89,4,33.93071826,75.7,S01,73.05
269.75,88.50221742,0.613562059,94,0,33.62565832,68.2,S01,73.025
270,76.51347866,0.468332045,92,0,33.38434953,38.3,S01,73
270.25,76.50742296,0.637448498,92,2,33.21179021,36.5,S01,72.975
270.5,76.78364949,0.58066764,91,0,34.23551735,36.6,S01,72.95
270.75,100.7674798,0.205685843,87,1,33.15025239,61,S01,72.925
271,83.81935452,0.399592037,93,1,32.98146696,46.5,S01,72.9
271.25,84.30041647,0.594438522,94,1,33.83268447,52.2,S01,72.875
271.5,90.30283454,0.515165727,90,0,33.1019316,56.8,S01,72.85
271.75,82.38789159,0.397624405,87,2,33.02496825,47.4,S01,72.825
272,77.40957854,0.436641048,94,1,32.77819787,32.2,S01,72.8
272.25,78.03650151,0.309376338,92,2,33.25854508,33.5,S01,72.775
272.5,79.28398741,0.491162671,100,1,33.45864249,36.3,S01,72.75
272.75,79.62777763,0.721068973,85,3,33.62154586,70.8,S01,72.725
273,87.27629544,0.580493339,89,0,33.97565312,40.3,S01,72.7
273.25,80.51945886,0.7190417,87,0,33.76344896,79.1,S01,72.675
273.5,87.32640077,0.588239709,96,1,33.40456389,58.1,S01,72.65
273.75,79.1928342,0.602747934,97,2,33.40090216,41.3,S01,72.625
274,80.7863519,0.697407869,87,0,33.75507873,70.2,S01,72.6
274.25,60.01799315,0.537726326,89,0,34.13628508,30.7,S01,72.575
274.5,89.16327675,0.481277268,100,0,33.5631571,36.1,S01,72.55
274.75,83.46488476,0.603265752,100,0,33.26543457,57.7,S01,72.525
275,89.9801011,0.645384024,95,1,33.003567,57.8,S01,72.5
275.25,51.03744622,0.452003536,93,0,32.77739737,70.1,S01,72.475
275.5,100.883747,0.427843092,85,1,33.83313484,33.4,S01,72.45
275.75,78.60410372,0.513885603,98,1,33.78898926,52.7,S01,72.425
276,91.08182817,0.583149887,87,2,33.78868176,45.5,S01,72.4
276.25,69.60094073,0.579809105,85,2,33.43567028,42.7,S01,72.375
276.5,86.12773905,0.35758324,96,0,34.20346737,56,S01,72.35
276.75,69.46584437,0.691160607,93,1,33.25794075,54.4,S01,72.325
277,73.76231039,0.435883507,98,1,33.97763462,45.5,S01,72.3
277.25,99.14031354,0.4734935,95,0,33.48062855,55.7,S01,72.275
277.5,78.09317599,0.409734564,90,0,33.19582462,33.5,S01,72.25
277.75,82.17432873,0.769832884,93,0,33.79626515,56.7,S01,72.225
278,88.70067731,0.524207067,87,0,33.70481806,57.6,S01,72.2
278.25,84.95681888,0.414902492,89,0,33.67848638,62.1,S01,72.175
278.5,81.50418905,0.586392355,95,0,33.54063921,70.8,S01,72.15
278.75,83.64961002,0.576913578,99,0,33.48105346,67,S01,72.125
279,104.0341559,0.481227298,88,1,34.694186,73.9,S01,72.1
279.25,79.42381203,0.584060671,85,0,34.09212832,57,S01,72.075
279.5,82.01099047,0.417470804,99,0,33.86141345,75.7,S01,72.05
279.75,90.50654396,0.450708173,95,3,33.55589958,34.3,S01,72.025
280,91.05525933,0.298978335,95,1,34.0035786,66.1,S01,72
280.25,91.87030306,0.367604892,97,0,33.75899739,43.5,S01,71.975
280.5,86.38730222,0.680763081,92,3,33.51310238,67.3,S01,71.95
280.75,68.56995087,0.664142863,85,1,33.34821784,65.1,S01,71.925
281,96.33431532,0.506578865,86,1,33.45954133,43.5,S01,71.9
281.25,68.53654607,0.666293145,86,1,31.91478713,62.4,S01,71.875
281.5,83.02635465,0.483992551,97,1,33.60530042,46.8,S01,71.85
281.75,72.4572415,0.47565897,99,1,33.25576196,62.9,S01,71.825
282,79.35861653,0.505651065,92,0,34.296335,59,S01,71.8
282.25,83.2876241,0.48750784,99,1,33.50967204,50.7,S01,71.775
282.5,83.21357215,0.478480368,97,1,32.90551829,42.6,S01,71.75
282.75,84.21920754,0.614339811,91,1,33.47505992,43.6,S01,71.725
283,96.13711269,0.515013565,94,0,32.97693946,37,S01,71.7
283.25,84.53534302,0.571248176,96,2,33.73670371,36.3,S01,71.675
283.5,77.55843365,0.603138053,100,1,33.64547368,56.5,S01,71.65
283.75,89.64087168,0.53881858,92,0,33.97891982,62.4,S01,71.625
284,91.89470489,0.402972867,87,1,33.1045591,47.1,S01,71.6
284.25,67.72392185,0.364713411,91,1,33.51700405,41.4,S01,71.575
284.5,85.9740007,0.514878063,95,2,32.8174891,64.6,S01,71.55
284.75,87.01172742,0.48287437,91,0,33.85074739,58.9,S01,71.525
285,77.02436497,0.508739143,92,0,33.75943559,44.5,S01,71.5
285.25,93.75706813,0.498394596,92,0,33.74790251,78.5,S01,71.475
285.5,78.49944413,0.758357366,93,2,33.50080952,56.9,S01,71.45
285.75,81.25576453,0.366977374,90,1,33.70738645,66.3,S01,71.425
286,78.26928176,0.301005373,92,2,34.30216955,74.8,S01,71.4
286.25,80.15579048,0.533237683,87,0,33.35745287,73.9,S01,71.375
286.5,69.03724913,0.462357745,100,1,33.56932259,73,S01,71.35
286.75,65.59949117,0.531606787,97,1,32.95693685,73.9,S01,71.325
287,95.94505063,0.558388302,95,1,33.06586952,33.4,S01,71.3
287.25,71.53038652,0.62841047,89,1,33.54890665,50.6,S01,71.275
287.5,70.08607651,0.349277418,99,2,34.05196677,41.3,S01,71.25
287.75,58.46609886,0.44432821,94,2,33.37185959,48.9,S01,71.225
288,73.61038252,0.542876126,96,0,33.38204174,78.8,S01,71.2
288.25,66.76910207,0.57704636,90,0,33.29655738,50.1,S01,71.175
288.5,96.4201516,0.719344955,91,3,33.23262166,35.5,S01,71.15
288.75,90.09817089,0.595570397,89,1,33.64748573,67.3,S01,71.125
289,73.11849655,0.49432114,86,1,32.75137118,41.7,S01,71.1
289.25,102.5243581,0.410956425,89,2,34.14046979,46.4,S01,71.075
289.5,89.81765487,0.443571015,93,2,33.16728885,79.2,S01,71.05
289.75,76.75168616,0.440729718,88,1,33.86095174,41,S01,71.025
290,55.00594285,0.565523363,98,2,32.8650007,71.1,S01,71
290.25,102.9094257,0.525699745,93,1,33.83442007,51.6,S01,70.975
290.5,66.10427533,0.367635043,96,0,33.8359723,67.1,S01,70.95
290.75,63.54601253,0.456409853,85,1,33.69210104,66.7,S01,70.925
291,90.22570432,0.587754755,98,1,33.00278574,45,S01,70.9
291.25,104.3975241,0.535166235,94,1,33.62477409,71.8,S01,70.875
291.5,93.84272819,0.556864462,89,1,32.90847191,42.8,S01,70.85
291.75,85.6390912,0.538292171,92,0,33.37361837,47.2,S01,70.825
292,85.94754342,0.662643073,85,0,34.01470655,75.2,S01,70.8
292.25,88.53415559,0.523604306,94,2,33.89835096,35.6,S01,70.775
292.5,87.5892859,0.46139772,90,5,33.50759147,77,S01,70.75
292.75,82.81191424,0.408424496,90,1,33.01259671,35.7,S01,70.725
293,81.04201104,0.524960946,92,1,33.82279386,65.3,S01,70.7
293.25,79.37406872,0.255929599,85,1,33.50969062,61.1,S01,70.675
293.5,72.46035411,0.4815711,86,1,32.3398422,43.5,S01,70.65
293.75,77.19324923,0.479416014,85,2,33.89131491,58.1,S01,70.625
294,63.07043186,0.363552915,95,1,33.48788358,48.1,S01,70.6
294.25,79.01660373,0.407173416,90,2,34.10122562,62.1,S01,70.575
294.5,70.11408893,0.580965753,87,2,32.95236474,35.1,S01,70.55
294.75,68.96410683,0.523071175,87,0,31.91164809,42.9,S01,70.525
295,81.79894151,0.510178833,85,1,33.63954193,33.4,S01,70.5
295.25,93.92002286,0.530634753,86,1,33.64578184,62.4,S01,70.475
295.5,89.18316606,0.509262759,87,2,32.65466419,64,S01,70.45
295.75,64.29499396,0.624286256,88,2,33.01075023,69.2,S01,70.425
296,70.10371863,0.512342918,95,1,34.87760887,35.1,S01,70.4
296.25,89.40771188,0.354178689,92,3,33.34719469,36.4,S01,70.375
296.5,70.17512606,0.663012996,92,2,33.86547949,70.1,S01,70.35
296.75,77.7536685,0.537034027,86,0,33.17467009,50,S01,70.325
297,85.50052099,0.441074627,90,0,32.45484855,34.3,S01,70.3
297.25,70.31655545,0.374659828,99,0,33.41487088,41,S01,70.275
297.5,81.05375506,0.539591422,93,0,33.36719772,63.1,S01,70.25
297.75,66.65974505,0.4882828,91,0,33.30006088,32.5,S01,70.225
298,73.98632356,0.657414679,93,1,33.44267958,42.8,S01,70.2
298.25,83.19781934,0.465409272,85,0,33.63213414,79.2,S01,70.175
298.5,64.07006266,0.416261921,87,0,33.42494152,41,S01,70.15
298.75,84.40474738,0.589579622,88,0,32.86799692,31.9,S01,70.125
299,79.80362201,0.592528189,100,0,33.7430924,31.9,S01,70.1
299.25,85.52489954,0.516865137,96,4,32.52531412,71.3,S01,70.075
299.5,82.23914134,0.567635705,93,0,32.47482127,30,S01,70.05
299.75,93.6414043,0.496231288,90,0,33.86959025,71.4,S01,70.025
300,81.25224503,0.52338651,91,1,33.75351014,45.5,S01,70
300.25,75.70594459,0.616499088,91,1,33.47130232,33.6,S01,69.975
300.5,81.22297503,0.562531833,90,0,32.80227575,48.2,S01,69.95
300.75,85.43298029,0.483072556,86,3,33.14604453,41,S01,69.925
301,80.4886007,0.635236255,88,3,33.36862663,37.9,S01,69.9
301.25,80.40591691,0.263514463,92,2,32.70205302,44.4,S01,69.875
301.5,72.98008312,0.705207331,94,3,33.13048567,33.9,S01,69.85
301.75,73.37099082,0.329404091,85,2,33.82616517,54.4,S01,69.825
302,65.97394728,0.437290718,95,0,34.21365268,49.4,S01,69.8
302.25,97.49576743,0.495908246,97,1,33.29028262,47,S01,69.775
302.5,67.56136765,0.485351933,88,1,33.87824418,48,S01,69.75
302.75,73.07094802,0.600641104,87,2,32.54296996,54.6,S01,69.725
303,72.81592734,0.394216338,85,0,33.82972562,47.8,S01,69.7
303.25,88.94924377,0.526076682,86,1,33.09802579,30.7,S01,69.675
303.5,77.05050322,0.44217879,95,0,33.65367281,49.5,S01,69.65
303.75,92.47742073,0.529514098,85,4,33.37612379,70,S01,69.625
304,73.26509376,0.493522774,92,0,34.160207,76.5,S01,69.6
304.25,82.78994162,0.509293565,88,0,33.06278218,56.1,S01,69.575
304.5,71.64652947,0.445007517,94,2,33.81380315,63.3,S01,69.55
304.75,101.4514913,0.448993605,96,1,33.36024627,70.2,S01,69.525
305,68.12401581,0.528727251,93,2,33.42084726,41.2,S01,69.5
305.25,83.0982071,0.594371551,86,2,33.40807305,33.7,S01,69.475
305.5,86.33776881,0.440172067,96,2,33.07716345,45.7,S01,69.45
305.75,84.13799097,0.413123246,88,0,33.49295052,56.7,S01,69.425
306,78.14712341,0.561346017,88,1,33.46867589,66.1,S01,69.4
306.25,78.701793,0.496749611,89,2,33.62062012,30.8,S01,69.375
306.5,80.43811472,0.583049813,92,1,33.54225257,41.4,S01,69.35
306.75,78.52997998,0.409420279,92,3,33.89899727,75.3,S01,69.325
307,89.63879117,0.322056107,88,2,33.96175431,55.3,S01,69.3
307.25,102.10523,0.446699592,94,3,32.97468834,64.3,S01,69.275
307.5,74.42508215,0.423364739,99,0,33.93438625,66.3,S01,69.25
307.75,66.3019702,0.49212116,100,1,32.90683179,50.3,S01,69.225
308,79.11717952,0.436315479,94,0,33.79392794,66.6,S01,69.2
308.25,105.7970934,0.574101695,97,0,33.80986939,72.3,S01,69.175
308.5,71.96325432,0.471184974,98,0,32.54434155,38.7,S01,69.15
308.75,96.39116805,0.51504745,85,0,33.54648962,61.5,S01,69.125
309,96.77700814,0.515763456,86,1,33.26575194,79.9,S01,69.1
309.25,74.46411758,0.519495509,97,1,33.12061737,72.3,S01,69.075
309.5,85.68983079,0.497587089,88,1,34.17542617,69.1,S01,69.05
309.75,96.28396623,0.551060069,94,2,33.17316043,76,S01,69.025
310,76.20872259,0.420434487,100,1,33.09681154,59.7,S01,69
310.25,77.9641964,0.639941793,86,4,33.53784747,38.8,S01,68.975
310.5,74.18319086,0.476346262,94,1,33.84279487,33.7,S01,68.95
310.75,69.85243269,0.368845086,100,1,33.42917571,79.6,S01,68.925
311,73.50722455,0.518807336,92,2,34.08318527,55.3,S01,68.9
311.25,67.76059733,0.414881952,99,0,33.76548783,79.2,S01,68.875
311.5,80.34083468,0.566533453,94,0,32.41089434,63.9,S01,68.85
311.75,72.30026769,0.720960558,91,1,33.23526652,51.8,S01,68.825
312,82.33785912,0.421342791,97,3,33.21907895,77.2,S01,68.8
312.25,64.44104354,0.533237233,96,0,33.73968048,76.3,S01,68.775
312.5,83.30880232,0.324449441,95,3,32.18759147,56.5,S01,68.75
312.75,88.33528962,0.545390523,88,1,34.77450485,55.1,S01,68.725
313,60.06264357,0.41142862,85,3,33.76551305,41.9,S01,68.7
313.25,83.7405657,0.437516538,98,0,33.5744384,38.1,S01,68.675
313.5,92.27668992,0.389871351,97,2,34.09078386,71.3,S01,68.65
313.75,67.90358981,0.573215123,100,1,34.67182703,41.2,S01,68.625
314,96.72572387,0.600730436,100,1,33.93537332,42.7,S01,68.6
314.25,84.19019009,0.502338521,86,1,33.97440655,52.7,S01,68.575
314.5,72.94988144,0.413557329,90,1,33.56534501,54.3,S01,68.55
314.75,79.44230922,0.658952304,95,0,33.42923712,38.7,S01,68.525
315,85.58326913,0.424958987,88,1,33.26210228,58.4,S01,68.5
315.25,80.76005391,0.28379677,96,4,33.086944,70.6,S01,68.475
315.5,85.38755992,0.545838901,99,0,33.15649295,32.3,S01,68.45
315.75,70.79326407,0.389522533,85,1,32.82472202,45.7,S01,68.425
316,81.69360824,0.598860879,90,1,33.46206427,30,S01,68.4
316.25,65.86285503,0.46188623,90,1,32.65766621,73.9,S01,68.375
316.5,78.88773939,0.560371324,98,1,33.59545826,68.7,S01,68.35
316.75,70.96092359,0.640150035,93,0,33.4818347,38.7,S01,68.325
317,72.64470057,0.379114114,92,1,33.57346765,39.4,S01,68.3
317.25,92.36093175,0.443406287,97,2,33.23893421,44.8,S01,68.275
317.5,90.91310121,0.492432893,97,2,35.03843019,73.2,S01,68.25
317.75,86.09138121,0.653755132,95,1,34.18005795,64.8,S01,68.225
318,69.07687235,0.434161728,100,0,32.87772875,52.7,S01,68.2
318.25,76.8359155,0.44054963,85,0,33.61643404,43.9,S01,68.175
318.5,92.130977,0.547814058,86,1,33.19599693,69.9,S01,68.15
318.75,81.41716914,0.442277127,85,1,32.99276014,52.3,S01,68.125
319,103.1932954,0.515252588,92,1,32.82996396,68.7,S01,68.1
319.25,83.93317839,0.344846258,86,0,33.71610835,63.1,S01,68.075
319.5,81.92049116,0.721432994,99,1,33.15930988,31.9,S01,68.05
319.75,76.90883536,0.365229077,93,0,33.98391301,75.3,S01,68.025
320,81.33540905,0.46782473,97,0,33.99689111,43.9,S01,68
320.25,78.47530164,0.496751896,91,2,34.18695719,47.2,S01,67.975
320.5,87.08108677,0.691268813,91,0,33.07380662,66.6,S01,67.95
320.75,89.56702317,0.367515422,86,1,33.73768281,76.5,S01,67.925
321,72.14010539,0.698370414,88,3,33.81622711,67.7,S01,67.9
321.25,66.68767046,0.575717682,98,3,33.26291091,64,S01,67.875
321.5,61.63794627,0.541709532,87,0,33.11411402,65.7,S01,67.85
321.75,85.07991327,0.401536631,98,1,34.30476033,41.2,S01,67.825
322,68.96633394,0.557114124,91,3,33.61374794,35.6,S01,67.8
322.25,58.47109407,0.427651338,87,0,33.81798388,56,S01,67.775
322.5,83.88578605,0.626666125,97,1,33.08896199,76.8,S01,67.75
322.75,104.9299952,0.402893797,97,1,32.89035777,45.2,S01,67.725
323,79.93929088,0.488684151,86,2,33.21527511,33.3,S01,67.7
323.25,88.38490774,0.444472691,95,0,33.43798931,58.6,S01,67.675
323.5,80.81829359,0.401247704,100,3,32.96789,64,S01,67.65
323.75,79.01110347,0.574131982,93,0,33.4950776,78.3,S01,67.625
324,89.19076483,0.553545875,98,0,32.65574741,74.4,S01,67.6
324.25,77.09725456,0.62090102,99,0,32.93997629,56.7,S01,67.575
324.5,82.67392314,0.322012489,93,2,33.83545562,58.3,S01,67.55
324.75,83.21697806,0.60641707,86,0,33.80189526,68.7,S01,67.525
325,73.31909546,0.750544891,91,0,33.30406162,73.6,S01,67.5
325.25,89.9204235,0.454835891,94,2,32.99111785,75.9,S01,67.475
325.5,78.25040243,0.689514861,97,1,32.98629822,56.7,S01,67.45
325.75,72.44254841,0.473683873,95,1,33.31336588,60.7,S01,67.425
326,85.36509844,0.362759026,95,2,33.82225925,52.7,S01,67.4
326.25,71.01532018,0.469436756,85,0,33.96412285,39.1,S01,67.375
326.5,80.28181157,0.604820397,89,1,33.25173413,43,S01,67.35
326.75,79.90881003,0.416182352,94,2,32.92325379,41.2,S01,67.325
327,90.85895566,0.439966134,88,0,33.63392182,73.4,S01,67.3
327.25,84.74698233,0.559353943,88,0,33.08823251,71.4,S01,67.275
327.5,79.74973041,0.500306012,88,1,33.24087368,57,S01,67.25
327.75,88.17766299,0.558462295,93,1,34.16263805,55.2,S01,67.225
328,93.90207549,0.523782954,85,4,33.91355771,42.2,S01,67.2
